UNIQUEID,split
522707,train
447245,val
440611,val
488901,train
620518,train
617895,train
626890,train
556301,test
426416,train
456122,train
605430,test
434314,train
542613,val
474253,train
429907,train
606078,train
623742,train
614917,train
490555,train
624645,train
441323,test
565984,val
583618,train
636297,train
425246,train
526893,val
610740,val
496970,train
549210,train
471206,val
515310,val
626460,test
421009,train
576274,train
599885,train
447612,train
610751,train
519767,train
610873,test
438225,val
610922,train
461522,train
462417,train
559134,train
567724,train
563504,train
512889,train
532010,train
531978,train
574483,train
646651,train
600244,train
421439,train
596650,train
630922,val
496912,train
448004,test
425065,train
610890,train
435369,val
610919,train
464772,train
450800,train
467692,val
531995,train
431580,train
637367,train
431800,train
425973,train
437601,train
453168,val
477658,train
574248,train
623569,train
647801,train
462493,train
576376,val
537972,train
630567,val
473829,train
441063,train
514541,val
602838,val
605884,train
626663,train
425054,train
581972,test
481859,train
535921,train
548904,test
430705,train
441441,train
467514,train
519523,train
419874,train
500066,train
506768,test
450968,train
544187,train
508584,train
421096,train
533695,train
483651,train
490331,train
515847,test
565054,train
447338,train
545014,val
532713,train
555296,train
432674,test
419438,train
447166,val
436480,test
496498,test
437806,train
466682,train
455299,train
542496,train
526871,train
542678,train
614687,train
624325,train
445030,train
430285,val
426310,test
463906,train
512637,train
470884,test
630866,train
469389,train
451981,test
441056,train
462763,train
536077,val
522734,test
503516,train
494503,train
545434,val
623684,val
614423,train
418375,train
619796,train
637451,test
650873,train
483608,val
474291,train
479195,train
464429,train
641953,val
506351,train
515974,test
461247,train
521929,train
433614,test
491214,train
552409,test
421204,train
497049,train
473549,train
509283,test
643126,train
562031,train
487496,train
617851,val
621061,train
543085,val
458632,train
526751,train
472364,test
563622,test
611604,val
529582,train
467786,train
641778,train
652339,train
648479,train
452352,train
552351,test
552812,val
451187,train
468166,train
452343,train
470834,test
615212,val
539963,train
504872,train
473662,train
448983,train
428446,train
464672,val
425503,train
498429,train
456880,train
426595,train
452368,train
641823,train
527957,val
427082,test
502645,test
509436,train
602025,train
529989,train
576426,train
484676,test
557850,test
436809,train
552401,train
522467,train
426583,train
424044,train
479113,test
439384,test
466958,train
563885,train
500230,val
603416,train
603410,train
565490,train
624910,train
551714,val
484927,train
470852,train
424459,train
486553,val
439262,test
501474,train
551982,train
558215,train
430089,val
471066,train
615012,train
628530,train
465029,val
473991,train
652370,train
480799,test
529754,train
436688,val
556229,train
439252,train
628553,train
567569,train
654067,test
451182,train
428209,train
430288,train
429583,train
576440,train
642028,train
529911,train
498562,train
430265,train
426512,train
522371,train
496611,test
540581,train
448880,train
475068,train
512671,train
570672,train
563536,test
641908,train
464344,train
558212,test
644492,train
577946,train
470252,test
632341,val
642256,val
469257,train
470683,test
495552,train
615436,train
470971,train
445230,train
551317,train
489631,train
625025,train
502459,test
567180,test
552523,test
492796,train
638747,train
457230,test
456552,train
460063,train
563685,train
493572,train
636246,train
482195,test
509115,val
542956,train
539106,train
462361,train
423819,train
509173,train
507260,train
457253,test
428486,train
497015,train
433283,train
580938,train
632796,train
624370,train
425835,test
426605,test
467851,train
428327,test
462986,train
487141,train
628526,test
474122,test
607825,train
525833,train
465744,train
469864,val
632421,val
502982,train
438965,train
560583,train
602909,train
462855,train
510375,train
482300,val
577933,train
567362,train
470817,train
559629,train
509413,val
465045,test
425678,train
543083,train
502616,val
462929,train
628495,train
624498,train
433256,train
457120,train
582346,train
516377,train
526216,train
576406,train
630830,train
465057,train
490741,train
576386,train
625329,test
558587,val
481486,train
480754,train
583653,train
627615,train
567260,train
424551,test
452377,test
425783,test
528166,train
474947,train
457196,train
638714,train
540661,train
467890,test
470990,train
500529,train
439422,train
627572,train
628483,train
539908,val
558029,train
562391,train
620261,train
563512,train
508819,train
552668,train
436991,train
538079,val
641857,train
506513,train
638946,train
557999,val
632387,test
637485,train
426433,test
549266,test
536170,test
484865,train
624633,val
430530,test
465063,train
564321,train
439307,train
494698,test
467002,train
428517,train
469358,train
559105,train
497134,train
516343,train
424497,train
484633,train
639972,train
490489,train
500515,train
565676,train
557557,train
648746,train
491188,train
467691,train
475999,train
501167,train
505478,train
528993,train
567942,test
435883,val
550454,train
601863,train
614884,train
557963,train
457323,train
424244,train
553736,train
430083,val
623010,val
529972,train
540630,train
627634,val
567250,val
637055,train
608384,train
484495,train
492864,test
551409,train
629203,train
454192,train
421349,train
470588,test
442954,train
466268,train
551565,train
622919,train
567515,train
528153,train
652165,train
532793,train
440026,train
465041,train
484474,val
483822,val
471787,val
550347,train
441668,train
631524,train
487545,val
449258,train
495840,test
635560,train
489883,train
653388,test
429500,train
456190,train
453965,train
496542,train
625555,train
601618,test
423671,val
462057,train
650613,train
600402,train
575563,train
464309,train
578034,test
489844,train
433320,val
494937,train
491664,test
653127,train
489131,val
641010,train
648890,train
495454,train
638973,test
530701,test
588329,train
544525,train
534511,train
629784,test
575519,train
468040,test
649937,train
644488,test
448865,test
522426,val
466104,train
495370,train
435397,train
546111,train
467337,train
493229,train
545932,train
470028,train
587799,train
604145,val
498909,train
589167,val
463829,train
466018,train
591729,train
454608,val
451274,train
488422,train
615619,train
450892,train
609934,train
561217,train
448743,train
428529,train
514304,train
610487,train
640915,train
503138,train
454622,train
585511,train
652769,train
431618,train
565811,train
626945,train
441955,test
635634,train
471537,train
611579,train
471780,train
546446,test
503169,val
563986,train
508388,train
451410,test
547022,train
551255,train
488180,val
471481,train
428045,test
427888,val
621486,train
461067,train
468633,train
519335,train
621576,train
524092,train
464702,train
648507,test
626064,train
611226,test
437419,train
609736,train
479515,val
473493,train
582378,val
519541,train
428477,train
464926,train
613412,train
511314,train
485316,train
578658,train
564585,train
582624,train
511315,test
622501,val
420449,train
585566,train
623214,train
611050,val
509933,train
632217,test
501802,train
426259,train
636221,train
521371,train
470569,train
517548,test
551739,test
430434,test
469433,train
453391,val
603511,test
522957,test
636686,train
422285,train
612640,train
495761,train
606239,test
616667,train
460357,train
562420,train
632370,train
476053,test
512251,train
492554,test
611790,val
622413,train
433231,val
542800,train
644998,train
429680,train
431385,train
453995,train
568798,val
543276,val
425694,train
453555,test
437878,val
462444,train
625899,train
648112,train
492445,train
635983,train
622850,test
446797,train
563877,train
505180,test
635672,test
464684,train
525734,train
428692,val
605701,train
422411,test
644219,train
437060,val
562734,train
546748,train
610556,train
511767,train
637493,train
501131,train
466703,train
434810,train
474322,train
510330,train
622563,test
616548,train
480464,val
658633,train
470559,test
628141,test
418417,train
494388,test
644471,train
644636,train
628233,train
616337,test
524800,train
473223,val
445395,train
513197,train
605944,train
563118,test
486639,train
501140,train
639268,val
470398,train
588636,train
644501,val
632075,train
437877,train
494289,val
459747,train
436403,train
419631,train
541946,train
564572,val
527503,train
511778,train
494287,train
484881,train
596548,train
622905,train
555795,train
422569,train
483559,val
547743,train
605368,test
470927,train
611751,test
428405,train
521625,train
455872,train
624730,val
507261,train
504229,train
470555,train
564500,train
490755,train
598401,train
431204,val
469746,train
579900,train
559715,train
547005,train
560107,train
611148,train
570692,train
431174,val
611034,train
421643,val
585024,train
618774,train
549909,train
580261,train
487614,train
630581,test
494518,train
611766,train
611031,test
440977,train
439429,val
612360,train
618449,train
559483,train
450080,train
536416,val
552191,train
576609,train
644282,train
498545,test
559397,train
442978,train
442707,train
564592,train
534056,train
615476,val
458082,test
540412,test
558399,train
559501,test
431799,train
570774,train
437895,train
537525,train
547822,train
470088,train
494947,train
520376,train
650586,train
558371,val
481538,train
614932,train
558010,train
559475,train
418728,train
543231,train
490959,train
584999,test
491262,train
469800,train
623896,train
645183,train
611630,test
568795,train
610005,train
418937,val
550718,test
569311,train
513545,train
481011,train
494949,train
492341,train
615665,train
635599,test
539338,train
440904,test
631446,train
428401,train
555254,test
568860,train
579908,train
488555,train
548163,train
578178,train
458115,train
649346,train
